video_id,title,comment,cleaned_comment,sentiment_score,sentiment_label
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mujhe bhi pta tha mene comment bhi kra h pehle aap padna plz vo comment bhi bhaiya and didu....I am so happy congratulations again both of you 🎉😊🫠🥳😘,mujhe bhi pta tha mene comment bhi kra h pehle aap padna plz vo comment bhi bhaiya didui happy congratulation,0.836,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mujhe kl lga tha boy h tab pta nhi kyu utni khusi nhi hui thi Aaj girl sunkar bhutt khusi hui 😁,mujhe kl lga tha boy h tab pta nhi kyu utni khusi nhi hui thi aaj girl sunkar bhutt khusi hui,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mene delivery wale vlog me hi bata diya tha k girl h jab hi ap log itne khush h ❤❤❤❤,mene delivery wale vlog hi bata diya tha k girl h jab hi ap log itne khush h,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Yarr bhut khushi hui....❤,yarr bhut khushi hui,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Muje malum tha ke baby girl hi hai,muje malum tha ke baby girl hi hai,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,"I am so excited when I listen it's a janvi 😍🥳
God bless janvi nd your whole family 🌸🥳🎉 
I love your whole family ❤️💗",excited listen janvi god bless janvi nd family love family,0.8885,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,God bless the baby and new mommy...❤❤,god bless baby new mommy,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,It's a girl 😊😊😊😊❤❤❤❤❤❤❤❤❤ congratulations 🎉,girl congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Aww baby girl 😍❤ lot's of love ❤😚,aww baby girl lot love,0.6369,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Bless you baby ❤❤,bless baby,0.4215,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Lucky  yaar  mera  beta  hua  dusri  baar  Bhi Main  dukhi  Ho  hyi,lucky yaar mera beta hua dusri baar bhi main dukhi ho hyi,0.4215,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations vivek khushi nd all family 🎂💐🎉🎊🎊🎊🎊❤️❤️❤️❤️❤️❤️,congratulations vivek khushi nd family,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Hello guys thanks for 13k subscribers 😮😮😮😮😮😮😮,hello guy thank k subscriber,0.3612,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,We allready knew😂❤❤❤ hum cid se h,allready know hum cid se h,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations ❤❤❤❤❤❤❤❤❤❤,congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Unexpected tha ki girl h ......but I am so so happy ki janvi aagyi .....god bless you cutiee janvi ❤❤❤.....di nd bhaiyaa u both blessed with laxmi g ...... lots of love from VK fam,unexpected tha ki girl h happy ki janvi aagyi god bless cutiee janvi di nd bhaiyaa u bless laxmi g lot love vk fam,0.9393,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Girl,girl,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Maine bhi khaha tha❤,maine bhi khaha tha,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mujhe pata tha ki meri Biwi girl hihe hai love you ❤️😊😊😊,mujhe pata tha ki meri biwi girl hihe hai love,0.6369,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,congratulations,congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations 🎉 baby girl ke liye❤❤❤❤❤❤,congratulation baby girl ke liye,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Legal ?,legal,0.128,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Gad blessed with lots of love and blessings jaan❤❤❤❤❤❤❤❤❤❤🥰😘😘🥰😘😘,gad bless lot love blessing jaan,0.8807,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations 🎉🎉 baby girl 💖💖,congratulation baby girl,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Finally wait it's over❤️❤️,finally wait,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Maine starting se hi bola tha is bar khushi ko beti hi hogi,maine start se hi bola tha bar khushi ko beti hi hogi,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Sahi bat hai ladki be laxmi hoti hai,sahi bat hai ladki laxmi hoti hai,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,L love you ❤️ baby girl hihe didi daiya love you ❤️ love ❤,l love baby girl hihe didi daiya love love,0.9274,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mere puri family ne janvi guess krya tha,mere puri family ne janvi guess krya tha,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Guysss love u all ❤ u made me cry . Main yhi chahti hoon ki in future jis k b baby girl ho esse he celebrat kre. Dua krte hain. 🧿nazar na lgge apki family ko😊,guysss love u u cry main yhi chahti hoon ki future jis k b baby girl ho esse celebrat kre dua krte hain nazar na lgge apki family ko,0.2732,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,"Ye kya kya video trending me aa jati hai
Deserving videos toh aa hi nahi rahi",ye kya kya video trend aa jati hai deserve video toh aa hi nahi rahi,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,I hope choudhary family aapne mere pehle wali comment bhi read kiya hoga jisme mene likha thaa janvi aai hain❤❤ meko pehle pta thaa ThanQ so much kanha ji aapne meri choudhary nd vkfamsbki wosh puri ki😘😘🥰 Finally abb vkfamily complete ho gyi 🥹❤️😍,hope choudhary family aapne mere pehle wali comment bhi read kiya hoga jisme mene likha thaa janvi aai hain meko pehle pta thaa thanq kanha ji aapne meri choudhary nd vkfamsbki wosh puri ki finally abb vkfamily complete ho gyi,0.4404,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,God bless you,god bless,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Pta lg gya tha inki massi ne Snapchat pe reveal kr diya tha,pta lg gya tha inki massi ne snapchat pe reveal kr diya tha,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mujhe phle se hi pta tha ldki hai smile dekh ke unka delivery k samay . Vrna ldka hota to thoda afsos type ka face rhta unka.m,mujhe phle se hi pta tha ldki hai smile dekh ke unka delivery k samay vrna ldka hota thoda afsos type ka face rhta unkam,0.3612,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Nishu di jesi lag rai h janvi abhi 😊boht cute h janvi najar na Lage ❤❤❤❤,nishu di jesi lag rai h janvi abhi boht cute h janvi najar na lage,0.1531,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Maine Kaha thaa ki girl k rone ki awaj hai,maine kaha thaa ki girl k rone ki awaj hai,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,❤❤❤❤,,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Bachaa he ya  rocket   1:00,bachaa ya rocket,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Bht cute family,bht cute family,0.4588,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations 🎉,congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Yehhhhhhh janvi ❤❤❤❤❤,yehhhhhhh janvi,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Kon se date ko hua baby,kon se date ko hua baby,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Sb ek taraf or raaja apna cake khane mai mst 😂,sb ek taraf raaja apna cake khane mai mst,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations bhai mujhe bhi lag rha tha ki girl hi hogi bohot sunder h woh aur bhai di k family wale nhi aay le kya koi nhi dikha,congratulation bhai mujhe bhi lag rha tha ki girl hi hogi bohot sunder h woh aur bhai di k family wale nhi aay le kya koi nhi dikha,0.3612,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mai didi ko delivery ke phle hi bola tha baby girl hi aayegii ❤❤,mai didi ko delivery ke phle hi bola tha baby girl hi aayegii,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,God ji love and bless her ❤️🧿,god ji love bless,0.8442,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Yayyy it's a girl soo happy for you ❤❤❤❤❤❤ god bless you janvi,yayyy girl soo happy god bless janvi,0.8225,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,apki beti  bhut cute h,apki beti bhut cute h,0.4588,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,"मैने सही प्रेडिक्ट किया था रोते हुई आवाज सुनकर😂
बेटियां जोर जोर से रोती हैं।",,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,🎉🎉🎉🎉more parties Vivek and khushi🎉🎉,party vivek khushi,0.4019,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mujhe to pta tha baby girl h,mujhe pta tha baby girl h,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,yeh sab faltu kam indians ho toh mat karo,yeh sab faltu kam indians ho toh mat karo,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Welcome janvi❤ god bless you 😊,welcome janvi god bless,0.7845,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Janvi aagai h,janvi aagai h,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,I'm very happy❤ congratulations 🎊....but ek baat samajh nahi aayi jab girl thi toh aapne boy ke signal kyu diye shaurya ne b boy likha tha or simran narula ne b boy ki emoji lagayi thi why?....pls reply pls pls pls pls pls pls pls pls pls pls pls pls  reply....btw congratulations 🎊 to your whole family ❤❤❤ lots of love from chandigarh ❤,m happy congratulation ek baat samajh nahi aayi jab girl thi toh aapne boy ke signal kyu diye shaurya ne b boy likha tha simran narula ne b boy ki emoji lagayi thi whypls reply pls pls pls pls pls pls pls pls pls pls pls pls replybtw congratulation family lot love chandigarh,0.9694,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Me ri Beti ka Nam janvi he 😊😊❤,ri beti ka nam janvi,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations,congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mujhe bhi pta h baby girl h,mujhe bhi pta h baby girl h,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,1 million hone vaale hainn.. congratulations 🎉 do do good news..,million hone vaale hainn congratulation good news,0.7783,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Hum jaante the...aap sbki Khushi dekh kr hi pta chal raha tha🎉🎉🎉 congratulations ❤,hum jaante theaap sbki khushi dekh kr hi pta chal raha tha congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,god bless you janvi batu😊❤,god bless janvi batu,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,I am right bby girl' ❤❤,right bby girl,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Bhaiya mein shi gasue kara tha and congratulation Khushi Di and Vivek bhaiya 💗🫀🌎,bhaiya mein shi gasue kara tha congratulation khushi di vivek bhaiya,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,"Video😂😂😂

https://youtube.com/shorts/hxWti6XcHPU?feature=share",video,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Yrr yeh family ek photo hr achchhe mauke pr sath me rkhte hai kon hai yeh ldka jiski photo yeh sath me rkhte hai,yrr yeh family ek photo hr achchhe mauke pr sath rkhte hai kon hai yeh ldka jiski photo yeh sath rkhte hai,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,"Congratulations all of you 
Welcome jhanvi in beautiful world 🎉🎉🎉🎉😘😘😘😘",congratulation welcome jhanvi beautiful world,0.8957,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Mujhe bhi pta h bhaiya or meri Bhabhi k Janvi Aayi h 😘😘,mujhe bhi pta h bhaiya meri bhabhi k janvi aayi h,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations,congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Baby girl🎉,baby girl,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Congratulations 🎉❤,congratulation,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,❤janvi....... god bless you ❤,janvi god bless,0.5994,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,"Did baby kick a place with pattern, televita or decorations?Heavy",baby kick place pattern televita decorationsheavy,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Shourya bhaiya ne baby boy kyu likha tha to story me 😶😶,shourya bhaiya ne baby boy kyu likha tha story,0.0,Neutral
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Jab app ne hospital main Raja bai ki shirt pe baby ke Foot 👣 ke nisaan liye the hum ton tapi samj gye the  v baby girl hai appne Raaja ke hand ke nisaan liye agar baby boy hota ton app uske bi hand ke nishaan lete 🥰🥰 Mandeep Kaur,jab app ne hospital main raja bai ki shirt pe baby ke foot ke nisaan liye hum ton tapi samj gye v baby girl hai appne raaja ke hand ke nisaan liye agar baby boy hota ton app uske bi hand ke nishaan lete mandeep kaur,0.7506,Positive
Ud6o69YjK4g,GENDER REVEAL VLOG 😍,Hume pta tha ki girl h,hume pta tha ki girl h,0.0,Neutral
